"period","year","month","total_ew_sa","compliq_ew_sa","cvl_ew_sa","admin_ew_sa","total_ew_nsa","compliq_ew_nsa","cvl_ew_nsa","admin_ew_nsa","cva_ew_nsa","rec_ew_nsa","mor_ew_nsa","restplan_ew_nsa","tot_rate_ew","compliq_rate_ew","cvl_rate_ew","admin_rate_ew","cva_rate_ew","rec_rate_ew","adcvl_ew_nsa","adcvl_rate_ew","cvl_with_bulk_ew","cvl_with_bulk_rate_ew","total_sc_nsa","compliq_sc_nsa","cvl_sc_nsa","admin_sc_nsa","cva_sc_nsa","rec_sc_nsa","mor_sc_nsa","restplan_sc_nsa","tot_rate_sc","compliq_rate_sc","cvl_rate_sc","admin_rate_sc","cva_rate_sc","rec_rate_sc","adcvl_sc_nsa","adcvl_rate_sc","total_ni_nsa","compliq_ni_nsa","cvl_ni_nsa","admin_ni_nsa","cva_ni_nsa","rec_ni_nsa","mor_ni_nsa","restplan_ni_nsa","tot_rate_ni","compliq_rate_ni","cvl_rate_ni","admin_rate_ni","cva_rate_ni","rec_rate_ni","adcvl_ni_nsa","adcvl_rate_ni"
"2023-06",2023,6,2081,249,1681,137,2168,265,1759,130,14,0,"1","0","55.1","5.9","45.6","3.2","0.3","0",14,"0.5",1759,"45.6",113,36,72,5,0,0,"0","0","53.7","17.2","34","2.4","0.1","0",2,"0.6","15","3","11","0","1","0","0","0","24.5","2.8","18.1","1.8","1.8","0","0","0.4"
"2023-07",2023,7,1792,241,1397,135,1723,249,1332,123,19,0,"1","3","54.7","6.2","44.9","3.3","0.4","0",12,"0.5",1332,"44.9",97,44,51,2,0,0,"0","0","54.8","18.4","33.8","2.5","0.1","0",0,"0.6","13","3","8","0","2","0","0","0","24.3","3.1","17.7","1.4","2.1","0","0","0.4"
"2023-08",2023,8,2245,259,1784,190,2318,232,1879,195,11,1,"0","0","55.4","6.3","45.2","3.5","0.4","0",26,"0.5",1879,"45.2",112,33,71,8,0,0,"0","0","54.9","18.1","34","2.7","0.1","0",1,"0.6","12","2","6","0","4","0","0","0","23.9","3.1","17.1","1.2","2.5","0","0","0.4"
"2023-09",2023,9,2109,269,1702,127,1966,256,1574,125,11,0,"0","1","55.8","6.4","45.5","3.5","0.4","0",14,"0.5",1574,"45.5",87,30,52,5,0,0,"0","0","54.1","18.3","33.1","2.6","0","0",1,"0.4","37","25","9","1","2","0","0","0","25.8","6.2","15.7","1.4","2.5","0","0","0.4"
"2023-10",2023,10,2258,221,1871,142,2317,260,1887,146,23,1,"1","0","56.5","6.4","46.1","3.6","0.4","0",23,"0.5",1887,"46.1",98,35,57,4,2,0,"0","0","54.6","18.9","33.1","2.4","0.1","0",2,"0.4","27","14","12","1","0","0","0","0","27.3","8.1","15.6","1.1","2.5","0","0","0.3"
"2023-11",2023,11,2262,289,1842,119,2468,364,1959,133,12,0,"0","0","57.3","6.5","46.8","3.6","0.4","0",24,"0.5",1959,"46.8",109,30,74,5,0,0,"0","0","54.1","18.4","33.1","2.5","0.1","0",0,"0.4","30","13","10","5","2","0","0","0","28.5","9.5","14.7","1.8","2.5","0","0","0.3"
"2023-12",2023,12,2196,190,1867,124,2012,164,1730,103,15,0,"2","1","57.2","6.5","46.7","3.6","0.4","0",19,"0.5",1730,"46.7",108,40,65,3,0,0,"0","0","53.7","19.1","32.2","2.3","0.1","0",1,"0.4","24","6","16","1","1","0","0","0","29.4","10","15.2","1.6","2.6","0","0","0.3"
"2024-01",2024,1,1827,303,1381,127,1768,338,1294,120,16,0,"3","0","57.1","6.7","46.4","3.6","0.4","0",15,"0.5",1294,"46.4",88,34,46,7,1,0,"0","0","52.6","18.2","31.7","2.5","0.1","0",1,"0.5","30","8","17","1","4","0","0","0","31.3","10.8","16.2","1.7","2.5","0","0","0"
"2024-02",2024,2,2194,270,1753,159,2110,228,1704,166,12,0,"0","0","57.6","6.9","46.6","3.7","0.4","0",22,"0.5",1704,"46.6",94,33,58,3,0,0,"0","0","52.8","18.6","31.5","2.5","0.1","0",0,"0.4","26","14","9","3","0","0","0","0","32.6","12.4","15.9","2.1","2.2","0","1","0.1"
"2024-03",2024,3,1829,275,1443,102,1786,231,1434,112,9,0,"0","1","55.9","6.7","45.1","3.7","0.4","0",18,"0.5",1434,"45.1",115,44,62,9,0,0,"0","0","53.1","18.7","31.4","2.8","0.1","0",2,"0.4","26","8","14","1","3","0","1","0","33.9","13.1","16.3","2","2.6","0","1","0.3"
"2024-04",2024,4,2135,278,1691,148,2308,289,1835,166,18,0,"0","0","57","6.9","46","3.7","0.4","0",19,"0.5",1835,"46",109,48,59,2,0,0,"0","0","52.7","19","31.1","2.5","0.1","0",0,"0.4","33","17","12","2","2","0","0","0","36.6","14.8","17","1.9","2.8","0","0","0.3"
"2024-05",2024,5,1931,263,1527,122,2000,248,1612,121,19,0,"1","0","55.6","7","44.6","3.7","0.4","0",14,"0.5",1612,"44.6",118,43,71,4,0,0,"0","0","53.4","19.3","31.6","2.4","0.1","0",1,"0.5","44","22","20","0","2","0","0","0","40.3","17.2","18.3","1.9","2.9","0","0","0.3"
"2024-06",2024,6,2434,288,1958,165,2349,294,1884,148,23,0,"0","0","55.8","7","44.7","3.7","0.4","0",22,"0.5",1884,"44.7",109,43,60,6,0,0,"0","0","53.1","19.5","31","2.5","0.1","0",0,"0.4","17","8","7","1","1","0","0","0","40.1","17.6","17.6","2","2.9","0","0","0.3"
"2024-07",2024,7,2054,295,1596,138,2147,336,1640,146,25,0,"2","2","56.6","7.2","45.2","3.7","0.4","0",22,"0.5",1640,"45.2",117,33,76,8,0,0,"0","0","53.8","19","31.9","2.7","0.1","0",1,"0.4","20","5","10","4","1","0","0","0","40.4","17.6","17.6","2.5","2.7","0","1","0.4"
"2024-08",2024,8,1908,272,1501,115,1894,238,1526,110,20,0,"2","1","55.5","7.2","44.3","3.5","0.4","0",29,"0.5",1526,"44.3",102,42,56,2,0,2,"0","0","53.2","19.3","31.2","2.5","0.1","0.1",1,"0.4","11","1","9","0","1","0","0","0","39.9","17.3","17.8","2.5","2.3","0","0","0.4"
"2024-09",2024,9,1941,237,1537,150,1804,224,1417,146,17,0,"0","0","55","7.1","43.9","3.6","0.5","0",24,"0.6",1417,"43.9",73,18,48,7,0,0,"0","0","52.5","18.7","31","2.5","0.1","0.1",0,"0.4","28","15","10","2","1","0","0","0","38.3","15.9","17.7","2.5","2.2","0","0","0.4"
"2024-10",2024,10,1708,175,1416,103,1828,211,1496,107,12,2,"0","4","53.9","7","43","3.5","0.4","0",18,"0.5",1496,"43",115,60,49,5,0,1,"0","0","53.1","19.8","30.6","2.6","0","0.1",2,"0.4","31","17","12","1","1","0","0","0","38.5","16.1","17.6","2.5","2.3","0","2","0.6"
"2024-11",2024,11,1985,277,1559,134,2103,337,1609,142,14,1,"2","1","53","6.9","42.2","3.5","0.4","0",22,"0.5",1609,"42.2",114,54,55,5,0,0,"0","0","53.1","20.7","29.7","2.6","0","0.1",1,"0.4","16","3","10","1","2","0","0","0","36.6","14.8","17.4","2","2.3","0","0","0.6"
"2024-12",2024,12,1931,307,1475,132,1784,266,1388,113,17,0,"0","0","52.5","7.1","41.4","3.5","0.4","0",17,"0.5",1388,"41.4",82,27,52,3,0,0,"0","1","51.9","20.1","29.1","2.6","0","0.1",0,"0.4","23","4","17","1","1","0","0","0","36.2","14.5","17.5","2","2.3","0","1","0.7"
"2025-01",2025,1,2042,292,1598,138,1936,321,1469,132,14,0,"1","0","52.8","7.1","41.8","3.5","0.4","0",19,"0.5",1469,"41.8",75,32,37,6,0,0,"1","0","51.3","20","28.6","2.5","0","0.1",0,"0.3","28","15","10","3","0","0","0","0","35.9","15.3","16.6","2.3","1.8","0","0","0.7"
"2025-02",2025,2,2029,392,1514,116,1878,322,1433,116,7,0,"0","0","52.3","7.3","41.2","3.4","0.4","0",22,"0.5",1433,"41.2",103,38,60,5,0,0,"0","0","51.6","20.2","28.7","2.6","0","0.1",0,"0.3","21","9","8","2","2","0","0","0","35.3","14.7","16.4","2.1","2","0","0","0.6"
"2025-03",2025,3,1996,291,1558,130,2080,283,1637,143,17,0,"0","1","53","7.4","41.6","3.5","0.4","0",28,"0.6",1637,"41.6",118,57,55,6,0,0,"0","0","51.6","20.7","28.3","2.5","0","0.1",3,"0.4","29","9","12","6","2","0","0","0","35.6","14.8","16.2","2.7","1.9","0","0","0.5"
"2025-04",2025,4,2011,363,1521,102,2060,342,1579,114,24,1,"1","1","52.5","7.5","41.1","3.4","0.5","0",28,"0.6",1579,"41.1",101,51,47,3,0,0,"0","0","51.2","20.8","27.8","2.5","0","0.1",1,"0.4","30","14","11","2","3","0","0","0","35.3","14.5","16.1","2.7","2","0","1","0.6"
"2025-05",2025,5,2215,343,1718,140,2228,314,1768,132,14,0,"0","0","53","7.7","41.5","3.4","0.4","0",18,"0.6",1768,"41.5",133,72,56,5,0,0,"0","0","51.7","22","27.1","2.5","0","0.1",1,"0.4","53","33","13","6","1","0","0","0","36.5","15.8","15.3","3.4","1.9","0","0","0.6"
"2025-06",2025,6,2048,324,1603,106,2073,351,1603,104,15,0,"1","2","52.4","7.8","40.9","3.3","0.4","0",37,"0.6",1603,"40.9",105,37,62,5,1,0,"0","0","51.5","21.7","27.2","2.5","0","0.1",2,"0.5","25","14","7","1","3","0","0","0","37.5","16.6","15.4","3.5","2.1","0","0","0.6"
"2025-07",2025,7,2052,329,1567,144,2180,384,1626,158,12,0,"0","13","52.5","7.9","40.8","3.3","0.4","0",30,"0.6",1626,"40.8",116,43,68,4,1,0,"0","0","51.3","22","26.8","2.3","0.1","0.1",2,"0.5","14","1","10","0","3","0","0","0","36.9","16.1","15.4","3","2.4","0","0","0.5"
"2025-08",2025,8,2019,304,1577,122,1930,257,1547,110,16,0,"2","1","52.5","7.9","40.8","3.3","0.4","0",37,"0.7",1547,"40.8",95,43,47,5,0,0,"0","0","50.9","22","26.3","2.4","0.1","0",1,"0.5","12","1","8","3","0","0","0","0","37.2","16.2","15.3","3.4","2.3","0","0","0.5"
"2025-09",2025,9,1968,277,1549,125,1913,270,1498,128,17,0,"0","2","52.8","8","41","3.3","0.4","0",31,"0.7",1498,"41",103,48,50,5,0,0,"0","0","52.1","23.2","26.4","2.4","0.1","0",0,"0.5","28","15","10","2","1","0","0","0","37.3","16.2","15.4","3.4","2.3","0","3","0.8"
"2025-10",2025,10,2015,315,1559,124,2166,377,1648,124,17,0,"1","0","53.4","8.4","41.3","3.3","0.4","0",41,"0.7",1648,"41.3",115,50,61,4,0,0,"0","0","52","22.8","26.8","2.3","0.1","0",1,"0.5","48","35","12","0","1","0","0","0","39.4","18.5","15.4","3.3","2.3","0","4","1.1"
"2025-11",2025,11,1855,256,1439,141,1893,295,1438,141,18,1,"2","1","52.9","8.3","40.9","3.3","0.4","0",28,"0.7",1438,"40.9",97,33,57,7,0,0,"0","0","51.2","21.9","26.9","2.4","0.1","0",1,"0.5","43","33","8","0","2","0","0","0","42.8","22.1","15.2","3.1","2.3","0","0","1.1"
"2025-12",2025,12,1693,249,1323,106,1605,219,1278,93,15,0,"0","1","52.5","8.2","40.6","3.3","0.4","0",19,"0.7",1278,"40.6",109,35,67,7,0,0,"0","0","52.2","22.2","27.4","2.6","0.1","0",1,"0.5","20","11","5","0","4","0","0","0","42.6","23","13.8","3","2.7","0","0","1"
"2026-01",2026,1,1763,258,1332,159,1614,272,1179,149,13,1,"0","0","51.7","8.1","39.9","3.3","0.4","0",14,"0.7",1179,"39.9",74,32,42,0,0,0,"0","0","52.1","22.1","27.6","2.3","0.1","0",0,"0.5","21","9","9","2","1","0","0","0","41.8","22.4","13.7","2.9","2.8","0","0","1"
"2026-02",2026,2,1897,259,1474,154,1786,218,1407,151,10,0,"1","0","51.5","7.8","39.9","3.4","0.4","0",36,"0.8",1407,"39.9",98,39,50,6,1,2,"1","0","51.8","22.1","27.1","2.3","0.1","0.1",0,"0.5","25","8","16","1","0","0","0","0","42.3","22.3","14.7","2.8","2.6","0","0","1"
"2026-03",2026,3,2024,305,1462,237,2139,305,1542,272,20,0,"0","0","51.6","7.9","39.6","3.7","0.4","0",33,"0.8",1542,"39.6",131,57,53,18,0,3,"0","0","52.3","22.1","27","2.8","0.1","0.2",1,"0.5","35","25","9","0","1","0","0","0","43.1","24.2","14.4","2.1","2.4","0","0","1"
"2026-04",2026,4,2079,384,1492,182,2183,367,1595,200,20,1,"1","0","51.8","7.9","39.6","3.9","0.4","0",24,"0.8",1595,"39.6",107,49,53,5,0,0,"0","0","52.4","22","27.2","2.9","0.1","0.2",2,"0.5","40","22","15","2","1","0","0","0","44.4","25.2","14.9","2.1","2.2","0","0","0.9"
"2026-05",2026,5,1849,281,1411,132,1804,249,1412,118,25,0,"1","1","50.9","7.8","38.8","3.8","0.4","0",19,"0.8",1412,"38.8",100,40,51,7,2,0,"0","1","51","20.6","27","3","0.2","0.2",1,"0.5","30","15","15","0","0","0","0","0","41.6","23.1","15.1","1.3","2.1","0","2","1.1"
"2026-06",2026,6,1845,276,1364,191,1938,310,1417,197,14,0,"8","2","50.5","7.7","38.4","4","0.4","0",28,"0.7",1417,"38.4",104,41,61,2,0,0,"0","0","50.8","20.8","26.9","2.8","0.2","0.2",1,"0.4","18","12","5","0","1","0","0","0","40.8","22.8","14.9","1.2","1.8","0","2","1.3"
